<  File:  WIMamm.txt     Species:  116 Sites:   25 MatFill: 0.15 Occ:    433 0.500% Confidence limit  Index: c Model: fixed - fixed                      
 
#    No             Sp1                Sp2     S1  S2 Com  Obs.Score  Exp.Score  Exp.StDev   Skewness    LowerCL    UpperCL SigZ-Score      Alpha >MeanScore   >CLScore   >BJScore      Alpha
#     3 "Hystrix_brachyura "Macaca_nemestrina  18  15  15      0.000      0.082      0.042      0.597      0.015      0.200      -1.94 0.05264664       0.00       0.00       0.00 1.00000000
#     5 "Hystrix_brachyura "Helarctos_malayan  18  14  14      0.000      0.094      0.047      0.615      0.020      0.238      -2.02 0.04306352       0.00       0.00       0.00 1.00000000
#   176 "Prionailurus_beng "Macaca_ochreata"   16   2   0      1.000      0.197      0.231      0.334      0.000      0.469       3.47 0.00049490       3.47       3.47       2.82 0.00464342
#   344 "Macaca_nemestrina "Helarctos_malayan  15  14  13      0.010      0.135      0.064      1.056      0.029      0.343      -1.96 0.04996431       0.00       0.00       0.00 1.00000000
#   456 "Sus_scrofa"       "Muntiacus_muntjak  15  13  13      0.000      0.148      0.063      0.848      0.041      0.410      -2.35 0.01871997       0.00       0.00       0.00 1.00000000
#   458 "Sus_scrofa"       "Viverra_tangalung  15  11   3      0.582      0.185      0.097      0.768      0.030      0.467       4.09 0.00004095       0.00       0.00       3.54 0.00038420
#   477 "Sus_scrofa"       "Hystrix_crassispi  15   5   0      1.000      0.219      0.163      0.646      0.000      0.747       4.79 0.00000155       4.79       4.79       4.32 0.00001454
#   478 "Sus_scrofa"       "Trichys_fascicula  15   5   0      1.000      0.244      0.155      0.552      0.000      0.747       4.87 0.00000107       4.87       4.87       4.40 0.00001007
#   677 "Muntiacus_muntjak "Viverra_tangalung  13  11   3      0.559      0.203      0.091      0.400      0.021      0.441       3.90 0.00008959       0.00       0.00       3.33 0.00084055
#   682 "Muntiacus_muntjak "Atherurus_macrour  13   7   7      0.000      0.268      0.127      0.503      0.077      0.604      -2.12 0.03395766       0.00       0.00       0.00 1.00000000
#   683 "Muntiacus_muntjak "Sus_barbatus"      13   7   1      0.791      0.266      0.123      0.435      0.077      0.604       4.28 0.00001740       0.00       0.00       3.76 0.00016330
#   696 "Muntiacus_muntjak "Hystrix_crassispi  13   5   0      1.000      0.303      0.172      0.488      0.000      0.738       4.05 0.00004882       4.05       4.05       3.49 0.00045802
#   697 "Muntiacus_muntjak "Trichys_fascicula  13   5   0      1.000      0.299      0.170      0.509      0.000      0.738       4.11 0.00003690       4.11       4.11       3.57 0.00034617
#   811 "Macaca_fascicular "Tragulus_javanicu  11   4   0      1.000      0.364      0.200      0.201      0.000      0.682       3.18 0.00140935       3.18       3.18       0.00 1.00000000
#   903 "Viverra_tangalung "Herpestes_javanic  11   6   0      1.000      0.352      0.175      0.241      0.000      0.758       3.70 0.00020641       3.70       3.70       3.09 0.00193667
#   909 "Viverra_tangalung "Herpestes_urva"    11   5   0      1.000      0.334      0.181      0.750      0.000      0.727       3.67 0.00022709       3.67       3.67       3.06 0.00213073
#   914 "Viverra_tangalung "Viverra_megaspila  11   5   0      1.000      0.353      0.195      0.209      0.000      0.727       3.32 0.00086296       3.32       3.32       0.00 1.00000000
#  1214 "Neofelis_diardi"  "Arctictis_binturo   9   7   6      0.048      0.395      0.175      0.999      0.127      1.000      -1.98 0.04696923      -1.98       0.00       0.00 1.00000000
#  1220 "Neofelis_diardi"  "Elephas_maximus"    9   6   6      0.000      0.430      0.177      0.510      0.074      1.000      -2.43 0.01506221       0.00       0.00       0.00 1.00000000
#  1330 "Manis_javanica"   "Trichys_fascicula   9   5   5      0.000      0.405      0.165      0.710      0.111      1.000      -2.46 0.01371789       0.00       0.00       0.00 1.00000000
#  1532 "Sus_barbatus"     "Hystrix_crassispi   7   5   5      0.000      0.501      0.227      0.466      0.086      1.000      -2.21 0.02697790       0.00       0.00       0.00 1.00000000
#  1533 "Sus_barbatus"     "Trichys_fascicula   7   5   5      0.000      0.495      0.223      0.375      0.086      1.000      -2.23 0.02575213       0.00       0.00       0.00 1.00000000
#  1552 "Sus_barbatus"     "Presbytis_rubicun   7   3   3      0.000      0.603      0.271      0.239      0.238      1.000      -2.22 0.02581137       0.00       0.00       0.00 1.00000000
#  1628 "Arctictis_binturo "Prionodon_linsang   7   5   5      0.000      0.525      0.232      0.557      0.086      1.000      -2.26 0.02365738       0.00       0.00       0.00 1.00000000
#  1730 "Hemigalus_derbyan "Herpestes_brachyu   7   5   5      0.000      0.503      0.231      0.234      0.086      1.000      -2.18 0.02874392       0.00       0.00       0.00 1.00000000
#  2036 "Herpestes_javanic "Viverricula_indic   6   4   4      0.000      0.619      0.243      0.253      0.125      1.000      -2.55 0.01056451       0.00       0.00       0.00 1.00000000
#  2217 "Elephas_maximus"  "Cuon_alpinus"       6   4   4      0.000      0.575      0.246      0.116      0.125      1.000      -2.34 0.01905626       0.00       0.00       0.00 1.00000000
#  2310 "Viverra_zibetha"  "Cuon_alpinus"       6   4   4      0.000      0.572      0.263      0.177      0.125      1.000      -2.17 0.02950084       0.00       0.00       0.00 1.00000000
#  2313 "Viverra_zibetha"  "Bos_frontalis"      6   4   4      0.000      0.575      0.252      0.270      0.125      1.000      -2.28 0.02204645       0.00       0.00       0.00 1.00000000
#  2325 "Viverra_zibetha"  "Arctonyx_collaris   6   3   3      0.000      0.603      0.280      0.219      0.222      1.000      -2.15 0.03106898       0.00       0.00       0.00 1.00000000
#  2487 "Echinosorex_gymnu "Hystrix_crassispi   5   5   4      0.040      0.588      0.261      0.277      0.160      1.000      -2.10 0.03540426      -2.10      -2.10       0.00 1.00000000
#  2685 "Herpestes_brachyu "Pongo_pygmaeus"     5   3   3      0.000      0.674      0.274      0.002      0.200      1.000      -2.46 0.01374358       0.00       0.00       0.00 1.00000000
#  2755 "Hystrix_crassispi "Trichys_fascicula   5   5   5      0.000      0.549      0.257      0.172      0.040      1.000      -2.13 0.03258836       0.00       0.00       0.00 1.00000000
#  2773 "Hystrix_crassispi "Pongo_pygmaeus"     5   3   3      0.000      0.651      0.285      0.030      0.200      1.000      -2.29 0.02194601       0.00       0.00       0.00 1.00000000
#  3029 "Viverra_megaspila "Canis_aureus"       5   3   3      0.000      0.633      0.296      0.053      0.200      1.000      -2.14 0.03179651       0.00       0.00       0.00 1.00000000
#  3033 "Viverra_megaspila "Arctonyx_collaris   5   3   3      0.000      0.625      0.263      0.272      0.200      1.000      -2.38 0.01714283       0.00       0.00       0.00 1.00000000
#  3446 "Tragulus_napu"    "Sundamys_muelleri   4   3   3      0.000      0.675      0.286     -0.019      0.167      1.000      -2.36 0.01806700       0.00       0.00       0.00 1.00000000
#  3518 "Bos_frontalis"    "Canis_aureus"       4   3   3      0.000      0.722      0.285     -0.276      0.167      1.000      -2.53 0.01108825       0.00       0.00       0.00 1.00000000
#  3745 "Panthera_tigris"  "Capricornis_sumat   4   4   4      0.000      0.669      0.295     -0.229      0.062      1.000      -2.27 0.02288294       0.00       0.00       0.00 1.00000000
#  3755 "Panthera_tigris"  "Catopuma_temminck   4   3   3      0.000      0.740      0.296     -0.502      0.167      1.000      -2.50 0.01209652       0.00       0.00       0.00 1.00000000
#  4118 "Canis_aureus"     "Arctonyx_collaris   3   3   3      0.000      0.773      0.289     -0.616      0.111      1.000      -2.68 0.00726002       0.00       0.00       0.00 1.00000000
#  4256 "Pongo_pygmaeus"   "Presbytis_rubicun   3   3   3      0.000      0.704      0.335     -0.468      0.111      1.000      -2.10 0.03531009       0.00       0.00       0.00 1.00000000
#  4273 "Pongo_pygmaeus"   "Herpestes_semitor   3   2   2      0.000      0.820      0.296     -1.068      0.333      1.000      -2.77 0.00545901       0.00       0.00       0.00 1.00000000
#  4606 "Sundamys_muelleri "Tupaia_gracilis"    3   2   2      0.000      0.773      0.316     -0.696      0.333      1.000      -2.45 0.01410347       0.00       0.00       0.00 1.00000000
#  4973 "Mustela_kathiah"  "Melogale_moschata   2   2   2      0.000      0.805      0.329     -1.128      0.250      1.000      -2.45 0.01417369       0.00       0.00       0.00 1.00000000
#  5077 "Sus_celebensis"   "Macaca_ochreata"    2   2   2      0.000      0.812      0.325     -1.190      0.250      1.000      -2.50 0.01213914       0.00       0.00       0.00 1.00000000
 
> Name               SP   CL+   CL-   BM+   BM-   BC+   BC-   BY+   BY-       NR   CL+   CL+
> WIMamm.txt       6670    12    34     9     2     9     1    10     0   667000  6670  6670
 
& File           Speci   Individ     BRInd       BRZ Cscoreind   CscoreZ Soeren.In  Soeren.Z    AbsInd      AbsZ CheckerIn  CheckerZ   CombInd     CombZ   CorrInd     CorrZ    SchInd      SchZ
& WIMamm.txt       116  35087.00    0.4804   -1.3008    0.0279    3.5113    0.0033    0.2178   -0.0011   -1.1454    0.0999   11.2015    0.8244    5.0159   -0.0262   -0.6676   -0.0264   -9.9472
 
%          Observed numbers                                          Expected numbers
% Class    Pairs   CL+   CL-   BM+   BM-   BC+   BC-   BY+   BY-       NR   CL+   CL-
% 0.000     1188     0    31     0     0     0     0     0     0   114153  1108  1146
% 0.025       17     0     3     0     2     0     1     0     0      464     7     2
% 0.075       37     0     0     0     0     0     0     0     0     2567    23    32
% 0.125       84     0     0     0     0     0     0     0     0     7456    71    67
% 0.175       68     0     0     0     0     0     0     0     0     7033    78    89
% 0.225       88     0     0     0     0     0     0     0     0    10979   120    91
% 0.275      117     0     0     0     0     0     0     0     0    15922   158   167
% 0.325      108     0     0     0     0     0     0     0     0    14322   153   162
% 0.375       75     0     0     0     0     0     0     0     0    11969   122   129
% 0.425      174     0     0     0     0     0     0     0     0    31621   327   327
% 0.475       78     0     0     0     0     0     0     0     0    13725   121   129
% 0.525       74     0     0     0     0     0     0     0     0    11529   105   106
% 0.575       57     2     0     0     0     0     0     2     0     8428    93    93
% 0.625       74     0     0     0     0     0     0     0     0    13032   117   124
% 0.675       42     0     0     0     0     0     0     0     0     5493    50    55
% 0.725       19     0     0     0     0     0     0     0     0     1970    22    29
% 0.775        3     1     0     0     0     0     0     1     0      277     1     4
% 0.825        0     0     0     0     0     0     0     0     0        6     1     0
% 0.875        0     0     0     0     0     0     0     0     0        0     0     0
% 0.925        0     0     0     0     0     0     0     0     0        0     0     0
% 0.975        0     0     0     0     0     0     0     0     0        0     0     0
% 1.000     4367     9     0     9     0     9     0     7     0   396054  3993  3918
