<  File:  NW_Scarabs.txt Species:   98 Sites:   17 MatFill: 0.14 Occ:    227 1.000% Confidence limit  Index: c Model: fixed - fixed                      
 
#    No             Sp1                Sp2     S1  S2 Com  Obs.Score  Exp.Score  Exp.StDev   Skewness    LowerCL    UpperCL SigZ-Score      Alpha >MeanScore   >CLScore   >BJScore      Alpha
#     1 "Onthophagus_heca" "Onthophagus_penn"  13  11  11      0.000      0.088      0.040      0.481      0.021      0.168      -2.20 0.02719164       0.00       0.00       0.00 1.00000000
#   664 "Onthophagus_okla" "Melanocanthon_bi"   5   4   4      0.000      0.551      0.260      0.392      0.100      1.000      -2.12 0.03389007       0.00       0.00       0.00 1.00000000
#   672 "Onthophagus_okla" "Onthophagus_medo"   5   3   3      0.000      0.595      0.270      0.321      0.200      1.000      -2.20 0.02729368       0.00       0.00       0.00 1.00000000
#   679 "Onthophagus_okla" "Phanaeus_difform"   5   3   3      0.000      0.613      0.294      0.145      0.200      1.000      -2.08 0.03717172       0.00       0.00       0.00 1.00000000
#   680 "Onthophagus_okla" "Canthon_vigilans"   5   3   3      0.000      0.617      0.310      0.073      0.200      1.000      -1.99 0.04616868       0.00       0.00       0.00 1.00000000
#  1353 "Aphodius_haemorr" "Aphodius_vittatu"   3   3   3      0.000      0.689      0.301     -0.094      0.111      1.000      -2.29 0.02201581       0.00       0.00       0.00 1.00000000
#  1441 "Deltochilum_gibb" "Canthon_chalcite"   3   3   3      0.000      0.692      0.297     -0.063      0.111      1.000      -2.33 0.01943725       0.00       0.00       0.00 1.00000000
#  1832 "Onthophagus_medo" "Canthon_imitator"   3   3   3      0.000      0.749      0.312     -0.626      0.111      1.000      -2.40 0.01605290       0.00       0.00       0.00 1.00000000
#  1834 "Onthophagus_medo" "Phanaeus_difform"   3   3   3      0.000      0.719      0.308     -0.358      0.111      1.000      -2.33 0.01936978       0.00       0.00       0.00 1.00000000
#  1835 "Onthophagus_medo" "Canthon_vigilans"   3   3   3      0.000      0.663      0.302      0.036      0.111      1.000      -2.19 0.02799034       0.00       0.00       0.00 1.00000000
#  2057 "Boreocanthon_ebe" "Canthon_vigilans"   3   3   3      0.000      0.723      0.318     -0.474      0.111      1.000      -2.28 0.02247345       0.00       0.00       0.00 1.00000000
#  2200 "Canthon_imitator" "Canthon_vigilans"   3   3   3      0.000      0.719      0.308     -0.358      0.111      1.000      -2.33 0.01936972       0.00       0.00       0.00 1.00000000
#  2339 "Phanaeus_difform" "Canthon_vigilans"   3   3   3      0.000      0.753      0.297     -0.516      0.111      1.000      -2.54 0.01091802       0.00       0.00       0.00 1.00000000
#  2690 "Boreocanthon_dep" "Aphodius_campest"   2   2   2      0.000      0.805      0.329     -1.128      0.250      1.000      -2.45 0.01417369       0.00       0.00       0.00 1.00000000
#  2691 "Boreocanthon_dep" "Phanaeus_igneus"    2   2   2      0.000      0.752      0.353     -0.745      0.250      1.000      -2.13 0.03255010       0.00       0.00       0.00 1.00000000
#  2693 "Boreocanthon_dep" "Ateuchus_leconte"   2   2   2      0.000      0.827      0.316     -1.323      0.250      1.000      -2.62 0.00856745       0.00       0.00       0.00 1.00000000
#  2740 "Geotrupes_opacus" "Melanocanthon_ni"   2   2   2      0.000      0.842      0.305     -1.468      0.250      1.000      -2.76 0.00567567       0.00       0.00       0.00 1.00000000
#  2868 "Aphodius_fossor"  "Aphodius_distinc"   2   2   2      0.000      0.707      0.366     -0.465      0.250      1.000      -1.93 0.05277663       0.00       0.00       0.00 1.00000000
#  3057 "Calamosternus_gr" "Teuchestes_fosso"   2   2   2      0.000      0.775      0.344     -0.900      0.250      1.000      -2.25 0.02385384       0.00       0.00       0.00 1.00000000
#  3168 "Aphodius_colorad" "Aphodius_prodrom"   2   2   2      0.000      0.873      0.282     -1.811      0.250      1.000      -3.10 0.00188857       0.00       0.00       0.00 1.00000000
#  3223 "Aphodius_distinc" "Aphodius_prodrom"   2   2   2      0.000      0.842      0.305     -1.468      0.250      1.000      -2.76 0.00567567       0.00       0.00       0.00 1.00000000
#  3529 "Chilothorax_dist" "Colobopterus_err"   2   2   2      0.000      0.767      0.347     -0.847      0.250      1.000      -2.21 0.02662766       0.00       0.00       0.00 1.00000000
#  3582 "Colobopterus_err" "Teuchestes_fosso"   2   2   2      0.000      0.805      0.329     -1.128      0.250      1.000      -2.45 0.01417369       0.00       0.00       0.00 1.00000000
#  3628 "Aphodius_campest" "Ateuchus_leconte"   2   2   2      0.000      0.798      0.333     -1.068      0.250      1.000      -2.40 0.01636821       0.00       0.00       0.00 1.00000000
#  3674 "Phanaeus_igneus"  "Ateuchus_leconte"   2   2   2      0.000      0.805      0.329     -1.128      0.250      1.000      -2.45 0.01417369       0.00       0.00       0.00 1.00000000
 
> Name               SP   CL+   CL-   BM+   BM-   BC+   BC-   BY+   BY-       NR   CL+   CL+
> NW_Scarabs.txt   4753     0    25     0     0     0     0     0     0   475300  4753  4753
 
& File           Speci   Individ     BRInd       BRZ Cscoreind   CscoreZ Soeren.In  Soeren.Z    AbsInd      AbsZ CheckerIn  CheckerZ   CombInd     CombZ   CorrInd     CorrZ    SchInd      SchZ
& NW_Scarabs.txt    98    227.00    0.6123   -1.1015    0.0186    2.8295    0.0022    0.1407   -0.0004   -0.4258    0.0530   14.0187    0.7860    6.1777   -0.1376   -2.2237    0.0000    0.0000
 
%          Observed numbers                                          Expected numbers
% Class    Pairs   CL+   CL-   BM+   BM-   BC+   BC-   BY+   BY-       NR   CL+   CL-
% 0.000      740     0    25     0     0     0     0     0     0    64258   639   645
% 0.025        0     0     0     0     0     0     0     0     0       42     1     0
% 0.075        2     0     0     0     0     0     0     0     0      131     1     2
% 0.125       25     0     0     0     0     0     0     0     0     2002    18    27
% 0.175       17     0     0     0     0     0     0     0     0     1309    12    18
% 0.225       37     0     0     0     0     0     0     0     0     3838    40    42
% 0.275       36     0     0     0     0     0     0     0     0     8733   100    86
% 0.325       50     0     0     0     0     0     0     0     0    15434   158   149
% 0.375       18     0     0     0     0     0     0     0     0     3795    29    32
% 0.425       92     0     0     0     0     0     0     0     0    17433   179   175
% 0.475       18     0     0     0     0     0     0     0     0     2085    23    18
% 0.525       69     0     0     0     0     0     0     0     0     8723    81    85
% 0.575       16     0     0     0     0     0     0     0     0     1880    22    19
% 0.625       18     0     0     0     0     0     0     0     0     2487    23    25
% 0.675        5     0     0     0     0     0     0     0     0      423     7     5
% 0.725        0     0     0     0     0     0     0     0     0       12     0     0
% 0.775        0     0     0     0     0     0     0     0     0        0     0     0
% 0.825        0     0     0     0     0     0     0     0     0        0     0     0
% 0.875        0     0     0     0     0     0     0     0     0        0     0     0
% 0.925        0     0     0     0     0     0     0     0     0        0     0     0
% 0.975        0     0     0     0     0     0     0     0     0        0     0     0
% 1.000     3610     0     0     0     0     0     0     0     0   342715  3420  3425
